severity,anomaly_type,suggested_action,panel_id,parent_drawing_key,split,phase,status,error,quality_flags,panel_entity_count,base_segment_count,split_segment_count,intersection_count,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,panel_png_path,topology_v1_panel_json_path
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/02-主接线wm666.taobao.com#panel_003,_P1_staging/02-主接线wm666.taobao.com,train,P1,ok,,high_fragmentation,5732,5350,9527,4542,5889,9162,680,0.0228,0.0646,outputs/panels/P1/P1_staging__02-主接线wm666.taobao.com__panel_003.png,outputs/topology_panel_v1/_P1_staging/02-主接线wm666.taobao.com#panel_003.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch4/工业厂房10KV欧式箱变#panel_000,_P3_staging_batch4/工业厂房10KV欧式箱变,train,P3,ok,,high_fragmentation,6265,3668,9143,3773,7115,9128,776,0.0266,0.0446,datas/qa_and_png/P3_oda_output/工业厂房10KV欧式箱变.png,outputs/topology_panel_v1/_P3_staging_batch4/工业厂房10KV欧式箱变#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/某站110kV线路控制保护#panel_000,_P1_staging/某站110kV线路控制保护,train,P1,ok,,high_fragmentation,5396,3741,9399,4135,6931,9079,386,0.015,0.0698,datas/qa_and_png/P1_oda_output/某站110kV线路控制保护.png,outputs/topology_panel_v1/_P1_staging/某站110kV线路控制保护#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/某站110kV线路测控图#panel_000,_P1_staging/某站110kV线路测控图,train,P1,ok,,high_fragmentation,5404,3741,9399,4135,6909,9061,381,0.014,0.069,datas/qa_and_png/P1_oda_output/某站110kV线路测控图.png,outputs/topology_panel_v1/_P1_staging/某站110kV线路测控图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/污水处理厂变电所电气初设wm666.taobao.com#panel_000,_P2_staging/污水处理厂变电所电气初设wm666.taobao.com,train,P2,ok,,high_fragmentation,4923,2575,9085,4564,6007,9046,674,0.0285,0.1329,datas/qa_and_png/P2_oda_output/污水处理厂变电所电气初设wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/污水处理厂变电所电气初设wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/西总线路监控保护屏#panel_000,_P3_staging_batch3/西总线路监控保护屏,train,P3,ok,,high_fragmentation,6236,3398,9392,4452,6627,9019,332,0.0135,0.0768,datas/qa_and_png/P3_oda_output/西总线路监控保护屏.png,outputs/topology_panel_v1/_P3_staging_batch3/西总线路监控保护屏#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-3预分支电缆安装1#panel_000,_P2_staging/10KV变电所8-3预分支电缆安装1,train,P2,ok,,high_fragmentation,2129,3342,9963,4765,5170,8736,101,0.0026,0.1285,datas/qa_and_png/P2_oda_output/10KV变电所8-3预分支电缆安装1.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-3预分支电缆安装1#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/箱式变电站电气一次接线wm666.taobao.com#panel_000,_P2_staging/箱式变电站电气一次接线wm666.taobao.com,train,P2,ok,,high_fragmentation,4518,2261,8909,4607,5459,8590,207,0.0142,0.1075,datas/qa_and_png/P2_oda_output/箱式变电站电气一次接线wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/箱式变电站电气一次接线wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/箱式变电站电气一次接线图#panel_000,_P2_staging/箱式变电站电气一次接线图,train,P2,ok,,high_fragmentation,4518,2261,8909,4607,5459,8590,207,0.0142,0.1075,datas/qa_and_png/P2_oda_output/箱式变电站电气一次接线图.png,outputs/topology_panel_v1/_P2_staging/箱式变电站电气一次接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch2/电动机二次接线图#panel_000,_P3_staging_batch2/电动机二次接线图,train,P3,ok,,high_fragmentation,5472,2453,8595,4284,5836,8585,264,0.0121,0.0448,datas/qa_and_png/P3_oda_output/电动机二次接线图.png,outputs/topology_panel_v1/_P3_staging_batch2/电动机二次接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch2/全自动控制柜接线图#panel_000,_P3_staging_batch2/全自动控制柜接线图,train,P3,ok,,high_fragmentation,7518,5392,8593,3717,6454,8413,644,0.0238,0.0686,datas/qa_and_png/P3_oda_output/全自动控制柜接线图.png,outputs/topology_panel_v1/_P3_staging_batch2/全自动控制柜接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备19#panel_000,_P2_staging/电站、变电所电气及设备19,train,P2,ok,,high_fragmentation,4908,3388,8516,3721,6529,8327,625,0.0325,0.1143,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备19.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备19#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,"_P2_staging/220kVI,III分段断路器端子箱二次安装接线图(B066-500-1810)wm666.taobao.com#panel_000","_P2_staging/220kVI,III分段断路器端子箱二次安装接线图(B066-500-1810)wm666.taobao.com",train,P2,ok,,high_fragmentation,4233,3073,8310,3950,5641,8306,349,0.0104,0.1139,"datas/qa_and_png/P2_oda_output/220kVI,III分段断路器端子箱二次安装接线图(B066-500-1810)wm666.taobao.com.png","outputs/topology_panel_v1/_P2_staging/220kVI,III分段断路器端子箱二次安装接线图(B066-500-1810)wm666.taobao.com#panel_000.topology.v1.json"
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/荣胜房地产630KVA箱式变电站#panel_000,_P2_staging/荣胜房地产630KVA箱式变电站,train,P2,ok,,high_fragmentation,7880,5260,10430,4650,5414,8140,709,0.0312,0.0494,datas/qa_and_png/P2_oda_output/荣胜房地产630KVA箱式变电站.png,outputs/topology_panel_v1/_P2_staging/荣胜房地产630KVA箱式变电站#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/110KV变电站主变继电保护原理#panel_000,_P1_staging/110KV变电站主变继电保护原理,test,P1,ok,,high_fragmentation,10276,6184,13562,6752,5751,8014,811,0.0562,0.1486,datas/qa_and_png/P1_oda_output/110KV变电站主变继电保护原理.png,outputs/topology_panel_v1/_P1_staging/110KV变电站主变继电保护原理#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/110kV工程主变保护原理#panel_000,_P1_staging/110kV工程主变保护原理,train,P1,ok,,high_fragmentation,9249,5384,8325,1968,9091,7985,1944,0.1544,0.0289,datas/qa_and_png/P1_oda_output/110kV工程主变保护原理.png,outputs/topology_panel_v1/_P1_staging/110kV工程主变保护原理#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com#panel_000,_P3_staging_batch3/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com,train,P3,ok,,high_fragmentation,3132,1711,7940,4383,4826,7911,31,0.0,0.1412,datas/qa_and_png/P3_oda_output/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kVI母断路器11WDL汇控柜二次接线安装图(B066-220-1607)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV联接断路器12WDL汇控柜二次接线安装图(B066-220-1608)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV联接断路器12WDL汇控柜二次接线安装图(B066-220-1608)wm666.taobao.com,test,P3,ok,,high_fragmentation,3131,1701,7910,4373,4805,7880,29,0.0,0.1395,datas/qa_and_png/P3_oda_output/500kV联接断路器12WDL汇控柜二次接线安装图(B066-220-1608)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV联接断路器12WDL汇控柜二次接线安装图(B066-220-1608)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch4/箱变接线图#panel_000,_P3_staging_batch4/箱变接线图,val,P3,ok,,high_fragmentation,7365,4109,8513,3431,6127,7478,808,0.0602,0.0603,datas/qa_and_png/P3_oda_output/箱变接线图.png,outputs/topology_panel_v1/_P3_staging_batch4/箱变接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电站继电保护配置图wm666.taobao.com#panel_000,_P2_staging/变电站继电保护配置图wm666.taobao.com,train,P2,ok,,high_fragmentation,6405,4909,8386,2239,8481,7442,1747,0.0828,0.0511,datas/qa_and_png/P2_oda_output/变电站继电保护配置图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/变电站继电保护配置图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/9-继电保护配置图wm666.taobao.com#panel_000,_P3_staging_batch3/9-继电保护配置图wm666.taobao.com,train,P3,ok,,high_fragmentation,6405,4909,8386,2239,8481,7442,1747,0.0828,0.0511,datas/qa_and_png/P3_oda_output/9-继电保护配置图wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/9-继电保护配置图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/继电保护配置图wm666.taobao.com#panel_000,_P3_staging_batch3/继电保护配置图wm666.taobao.com,train,P3,ok,,high_fragmentation,6405,4909,8386,2239,8481,7442,1747,0.0828,0.0511,datas/qa_and_png/P3_oda_output/继电保护配置图wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/继电保护配置图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/2-13-接线图wm666.taobao.com#panel_000,_P3_staging_batch3/2-13-接线图wm666.taobao.com,train,P3,ok,,high_fragmentation,4690,3178,8066,3723,5155,7434,176,0.0079,0.1332,datas/qa_and_png/P3_oda_output/2-13-接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/2-13-接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备23#panel_000,_P2_staging/电站、变电所电气及设备23,train,P2,ok,,high_fragmentation,5249,3349,8388,2840,6063,7394,708,0.0498,0.1467,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备23.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备23#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电站一次系统接线图wm666.taobao.com#panel_000,_P2_staging/变电站一次系统接线图wm666.taobao.com,test,P2,ok,,high_fragmentation,6500,4804,8039,2085,8612,7160,1812,0.0965,0.0385,datas/qa_and_png/P2_oda_output/变电站一次系统接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/变电站一次系统接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/1-一次系统接线图(规范图)wm666.taobao.com#panel_000,_P3_staging_batch3/1-一次系统接线图(规范图)wm666.taobao.com,train,P3,ok,,high_fragmentation,6500,4804,8039,2085,8612,7160,1812,0.0965,0.0385,datas/qa_and_png/P3_oda_output/1-一次系统接线图(规范图)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/1-一次系统接线图(规范图)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/一次系统接线图(规范图)wm666.taobao.com#panel_000,_P3_staging_batch3/一次系统接线图(规范图)wm666.taobao.com,test,P3,ok,,high_fragmentation,6500,4804,8039,2085,8612,7160,1812,0.0965,0.0385,datas/qa_and_png/P3_oda_output/一次系统接线图(规范图)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/一次系统接线图(规范图)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-4线槽配线安装12#panel_000,_P2_staging/10KV变电所8-4线槽配线安装12,train,P2,ok,,high_fragmentation,2450,2987,7374,3698,4426,7114,60,0.0017,0.1155,datas/qa_and_png/P2_oda_output/10KV变电所8-4线槽配线安装12.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-4线槽配线安装12#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备21#panel_000,_P2_staging/电站、变电所电气及设备21,train,P2,ok,,high_fragmentation,4967,3343,7111,2761,5988,7028,525,0.0295,0.1043,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备21.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备21#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-2电气竖井设备安装3#panel_000,_P2_staging/10KV变电所8-2电气竖井设备安装3,train,P2,ok,,high_fragmentation,1758,2883,7338,3338,4337,6820,106,0.0029,0.1412,datas/qa_and_png/P2_oda_output/10KV变电所8-2电气竖井设备安装3.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-2电气竖井设备安装3#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电所高压系统图#panel_000,_P2_staging/变电所高压系统图,train,P2,ok,,high_fragmentation,2390,5087,6780,1138,6615,6776,639,0.0416,0.1228,datas/qa_and_png/P2_oda_output/变电所高压系统图.png,outputs/topology_panel_v1/_P2_staging/变电所高压系统图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com#panel_000,_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com,train,P1,ok,,high_fragmentation,3273,1322,6756,3710,3879,6750,12,0.0,0.1345,datas/qa_and_png/P1_oda_output/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/某合资企业10kv 0.4kv配电系统图#panel_000,_P3_staging_batch1/某合资企业10kv 0.4kv配电系统图,train,P3,ok,,high_fragmentation,7299,3439,7107,2419,6289,6706,498,0.0365,0.0828,datas/qa_and_png/P3_oda_output/某合资企业10kv 0.4kv配电系统图.png,outputs/topology_panel_v1/_P3_staging_batch1/某合资企业10kv 0.4kv配电系统图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com#panel_000,_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com,val,P1,ok,,high_fragmentation,4783,3192,6784,2917,6044,6651,661,0.0227,0.0606,datas/qa_and_png/P1_oda_output/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电站建筑1_t3wm666.taobao.com#panel_000,_P2_staging/变电站建筑1_t3wm666.taobao.com,train,P2,ok,,high_fragmentation,3868,3054,6652,3457,4615,6650,279,0.0182,0.0704,datas/qa_and_png/P2_oda_output/变电站建筑1_t3wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/变电站建筑1_t3wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/110KV变电站主接线保护直流所#panel_000,_P1_staging/110KV变电站主接线保护直流所,train,P1,ok,,high_fragmentation,5126,4555,7199,1872,6662,6593,1023,0.0604,0.1156,datas/qa_and_png/P1_oda_output/110KV变电站主接线保护直流所.png,outputs/topology_panel_v1/_P1_staging/110KV变电站主接线保护直流所#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com#panel_000,_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com,train,P1,ok,,high_fragmentation,5125,4555,7199,1872,6662,6593,1023,0.0604,0.1156,datas/qa_and_png/P1_oda_output/110KV变电站主接线保护直流所wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/10kV架空配电线路杆型图#panel_000,_P3_staging_batch1/10kV架空配电线路杆型图,train,P3,ok,,high_fragmentation,3906,3042,7871,2814,5333,6589,319,0.0153,0.0211,datas/qa_and_png/P3_oda_output/10kV架空配电线路杆型图.png,outputs/topology_panel_v1/_P3_staging_batch1/10kV架空配电线路杆型图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/10KV配电系统设计图纸#panel_000,_P3_staging_batch3/10KV配电系统设计图纸,train,P3,ok,,high_fragmentation,5220,3424,6981,2635,5279,6509,611,0.03,0.082,datas/qa_and_png/P3_oda_output/10KV配电系统设计图纸.png,outputs/topology_panel_v1/_P3_staging_batch3/10KV配电系统设计图纸#panel_000.topology.v1.json
medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,_P1_staging/14700MW主接线图#panel_000,_P1_staging/14700MW主接线图,train,P1,ok,,high_isolated_ratio;high_fragmentation,6776,4662,6548,1525,7588,6477,2042,0.207,0.0815,datas/qa_and_png/P1_oda_output/14700MW主接线图.png,outputs/topology_panel_v1/_P1_staging/14700MW主接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变压器公共端子箱对外接口接线图(B066-500-1207)wm666.taobao.com#panel_000,_P1_staging/主变压器公共端子箱对外接口接线图(B066-500-1207)wm666.taobao.com,train,P1,ok,,high_fragmentation,4197,2238,6470,3688,4165,6447,114,0.0053,0.0867,datas/qa_and_png/P1_oda_output/主变压器公共端子箱对外接口接线图(B066-500-1207)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变压器公共端子箱对外接口接线图(B066-500-1207)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch4/消防泵一二次接线图#panel_000,_P3_staging_batch4/消防泵一二次接线图,train,P3,ok,,high_fragmentation,917,5861,6445,394,6282,6443,270,0.0102,0.0332,datas/qa_and_png/P3_oda_output/消防泵一二次接线图.png,outputs/topology_panel_v1/_P3_staging_batch4/消防泵一二次接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV配电装置电缆敷设图(B066-500-1001)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV配电装置电缆敷设图(B066-500-1001)wm666.taobao.com,test,P3,ok,,high_fragmentation,4368,3522,6635,2615,4702,6416,475,0.0259,0.1446,datas/qa_and_png/P3_oda_output/500kV配电装置电缆敷设图(B066-500-1001)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV配电装置电缆敷设图(B066-500-1001)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/02-主接线wm666.taobao.com#panel_002,_P1_staging/02-主接线wm666.taobao.com,train,P1,ok,,high_fragmentation,4887,4019,6708,2128,6737,6397,857,0.0463,0.1,outputs/panels/P1/P1_staging__02-主接线wm666.taobao.com__panel_002.png,outputs/topology_panel_v1/_P1_staging/02-主接线wm666.taobao.com#panel_002.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-6金属管配线8#panel_000,_P2_staging/10KV变电所8-6金属管配线8,test,P2,ok,,high_fragmentation,2624,3795,6765,2675,4877,6386,295,0.0277,0.0795,datas/qa_and_png/P2_oda_output/10KV变电所8-6金属管配线8.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-6金属管配线8#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch4/10KV配电系统设计图纸_recover#panel_000,_P3_staging_batch4/10KV配电系统设计图纸_recover,train,P3,ok,,high_fragmentation,5207,3399,6872,2574,5182,6383,596,0.0302,0.0837,datas/qa_and_png/P3_oda_output/10KV配电系统设计图纸_recover.png,outputs/topology_panel_v1/_P3_staging_batch4/10KV配电系统设计图纸_recover#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备09#panel_000,_P2_staging/电站、变电所电气及设备09,val,P2,ok,,high_fragmentation,30075,4309,6439,1771,7259,6360,1397,0.109,0.0382,outputs/panels/P2/P2_staging__电站、变电所电气及设备09__panel_000.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备09#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备09#panel_001,_P2_staging/电站、变电所电气及设备09,val,P2,ok,,high_fragmentation,30055,4309,6439,1771,7259,6360,1397,0.109,0.0382,outputs/panels/P2/P2_staging__电站、变电所电气及设备09__panel_001.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备09#panel_001.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/某变电所电气图纸#panel_000,_P2_staging/某变电所电气图纸,train,P2,ok,,high_fragmentation,3173,2259,6339,3837,4580,6335,255,0.0218,0.1462,datas/qa_and_png/P2_oda_output/某变电所电气图纸.png,outputs/topology_panel_v1/_P2_staging/某变电所电气图纸#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/电气主接线(方案)#panel_000,_P1_staging/电气主接线(方案),train,P1,ok,,high_fragmentation,5072,4082,7460,2015,6666,6299,1249,0.0541,0.011,datas/qa_and_png/P1_oda_output/电气主接线(方案).png,outputs/topology_panel_v1/_P1_staging/电气主接线(方案)#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-4线槽配线安装15#panel_000,_P2_staging/10KV变电所8-4线槽配线安装15,train,P2,ok,,high_fragmentation,3038,3232,6824,3066,3883,6262,169,0.0128,0.0851,datas/qa_and_png/P2_oda_output/10KV变电所8-4线槽配线安装15.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-4线槽配线安装15#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/某长隧道变电所10kV、0.4kV主接线图#panel_000,_P1_staging/某长隧道变电所10kV、0.4kV主接线图,train,P1,ok,,high_fragmentation,5179,4029,6369,2587,4456,6216,464,0.0084,0.0692,datas/qa_and_png/P1_oda_output/某长隧道变电所10kV、0.4kV主接线图.png,outputs/topology_panel_v1/_P1_staging/某长隧道变电所10kV、0.4kV主接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/某长隧道变电所10kV、0.4kV主接线图wm666.taobao.com#panel_000,_P1_staging/某长隧道变电所10kV、0.4kV主接线图wm666.taobao.com,train,P1,ok,,high_fragmentation,5179,4029,6369,2587,4456,6216,464,0.0084,0.0692,datas/qa_and_png/P1_oda_output/某长隧道变电所10kV、0.4kV主接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/某长隧道变电所10kV、0.4kV主接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10kV变电所标准图__226#panel_000,_P2_staging/10kV变电所标准图__226,train,P2,ok,,high_fragmentation,6939,3910,6233,1455,7026,6178,1487,0.1471,0.0481,datas/qa_and_png/P2_oda_output/10kV变电所标准图__226.png,outputs/topology_panel_v1/_P2_staging/10kV变电所标准图__226#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10kV变电所标准图#panel_000,_P2_staging/10kV变电所标准图,train,P2,ok,,high_fragmentation,6939,3910,6232,1454,7027,6177,1489,0.1473,0.0481,datas/qa_and_png/P2_oda_output/10kV变电所标准图.png,outputs/topology_panel_v1/_P2_staging/10kV变电所标准图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/110KV变电站典型设计图纸wm666.taobao.com#panel_000,_P1_staging/110KV变电站典型设计图纸wm666.taobao.com,train,P1,ok,,high_fragmentation,6686,4726,8416,2911,4393,6012,281,0.0113,0.1362,datas/qa_and_png/P1_oda_output/110KV变电站典型设计图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/110KV变电站典型设计图纸wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/河南登封110KV南店主接线050330#panel_000,_P1_staging/河南登封110KV南店主接线050330,train,P1,ok,,high_fragmentation,4706,3417,5996,1744,6846,5942,1151,0.0808,0.0301,datas/qa_and_png/P1_oda_output/河南登封110KV南店主接线050330.png,outputs/topology_panel_v1/_P1_staging/河南登封110KV南店主接线050330#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电站农网典设方案wm666.taobao.com#panel_000,_P2_staging/变电站农网典设方案wm666.taobao.com,train,P2,ok,,high_fragmentation,4194,3465,5688,1480,6259,5688,988,0.0656,0.0135,datas/qa_and_png/P2_oda_output/变电站农网典设方案wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/变电站农网典设方案wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-1建筑物内供配电系统3#panel_000,_P2_staging/10KV变电所8-1建筑物内供配电系统3,test,P2,ok,,high_fragmentation,1921,1360,5692,2540,3923,5673,242,0.0018,0.1403,datas/qa_and_png/P2_oda_output/10KV变电所8-1建筑物内供配电系统3.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-1建筑物内供配电系统3#panel_000.topology.v1.json
