panel_id,agent,agent_model,agent_modality,agent_label,agent_confidence,is_single_panel,is_topology_target,has_visible_watermark,geometry_usable,agent_reason,agent_visible_cues,elapsed_sec,error,raw_response
_P3_staging_batch1/1(监控系统及继电保护图纸目录)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,1.0,True,False,False,True,"The panel contains an engineering drawing catalog table, no topology diagram content is present.","Main content is a tabular list of drawing numbers, plan numbers and cabinet information; No wiring, terminal connections or topology graph elements exist; Title explicitly states the content is a monitoring system and relay protection drawing catalog",16.638,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The panel contains an engineering drawing catalog table, no topology diagram content is present."",
  ""visible_cues"": [""Main content is a tabular list of drawing numbers, plan numbers and cabinet information"", ""No wiring, terminal connections or topology graph elements exist"", ""Title explicitly states the content is a monitoring system and relay protection drawing catalog""]
}"
_P3_staging_batch4/电机保护原理图#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,False,False,False,"The image is almost entirely blank, with only a tiny unreadable diagram frame in the corner, so the topology content is completely unusable",Nearly 99% of the image area is blank white space; Only a minuscule unreadable bordered frame is visible in the bottom left corner with no discernible topology content,13.604,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The image is almost entirely blank, with only a tiny unreadable diagram frame in the corner, so the topology content is completely unusable"",
  ""visible_cues"": [""Nearly 99% of the image area is blank white space"", ""Only a minuscule unreadable bordered frame is visible in the bottom left corner with no discernible topology content""]
}"
_P2_staging/220kV总降站电气一次设计图纸wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,76.98,Request timed out.,
_P2_staging/变电所-巳改期目录#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_multi_subfigure,1.0,False,True,False,True,"The image contains multiple independent separate topology sub-diagrams that must be split into individual samples, violating the single coherent panel requirement.","Multiple distinct separated diagram panels are present, each marked with unique number labels from 15 to 23; Each panel holds independent electrical topology content unconnected to the content of other panels",19.962,,"{
  ""label"": ""reject_multi_subfigure"",
  ""confidence"": 1.0,
  ""is_single_panel"": false,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image contains multiple independent separate topology sub-diagrams that must be split into individual samples, violating the single coherent panel requirement."",
  ""visible_cues"": [""Multiple distinct separated diagram panels are present, each marked with unique number labels from 15 to 23"", ""Each panel holds independent electrical topology content unconnected to the content of other panels""]
}"
_P3_staging_batch1/10KV高压室开关柜接线图方案比较#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,77.739,Request timed out.,
_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,77.14,Request timed out.,
_P2_staging/35KV变电站总平面图#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,1.0,True,False,False,True,"The panel is a substation electrical arrangement and office area general layout plan, which does not belong to the wiring/terminal/control topology type required by the benchmark.","Lower right title explicitly marks the content as '电气布置及办公区总平面图 (electrical arrangement and office area general plan)'; Content displays site dimension lines, building placement, equipment arrangement rather than electrical wiring connection topology",16.666,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The panel is a substation electrical arrangement and office area general layout plan, which does not belong to the wiring/terminal/control topology type required by the benchmark."",
  ""visible_cues"": [""Lower right title explicitly marks the content as '电气布置及办公区总平面图 (electrical arrangement and office area general plan)'"", ""Content displays site dimension lines, building placement, equipment arrangement rather than electrical wiring connection topology""]
}"
_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,0.95,True,True,False,False,"All device node text labels are unreadably small and the layout is extremely dense with excessive line intersections, making the topology graph unusable.",Microscopic unreadable text inside every terminal/device node; Extremely high density of nodes and lines with many intersections; No legible semantic information for individual topology nodes,73.949,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 0.95,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""All device node text labels are unreadably small and the layout is extremely dense with excessive line intersections, making the topology graph unusable."",
  ""visible_cues"": [""Microscopic unreadable text inside every terminal/device node"", ""Extremely high density of nodes and lines with many intersections"", ""No legible semantic information for individual topology nodes""]
}"
_P3_staging_batch1/3.10.9室外保护罩#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,0.99,True,False,False,True,"The image is only an outline drawing of an outdoor protection cover, no wiring/terminal/control topology content is present, so it is not a valid topology target.","Only simple geometric outlines of the protection cover are visible, no topology elements like wires, terminals or device symbols exist; Known review annotation marks this sample as a non-topology badcase",15.695,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 0.99,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image is only an outline drawing of an outdoor protection cover, no wiring/terminal/control topology content is present, so it is not a valid topology target."",
  ""visible_cues"": [""Only simple geometric outlines of the protection cover are visible, no topology elements like wires, terminals or device symbols exist"", ""Known review annotation marks this sample as a non-topology badcase""]
}"
_P3_staging_batch1/装在发电机保护屏上的端子图29#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,1.0,True,False,False,True,The panel is a terminal connection list/table rather than a coherent wiring/terminal topology diagram meeting benchmark requirements,Tabular arrangement of terminal identifiers and text descriptions of connection destinations; No interconnected node-edge topology graph structure is present,45.865,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The panel is a terminal connection list/table rather than a coherent wiring/terminal topology diagram meeting benchmark requirements"",
  ""visible_cues"": [""Tabular arrangement of terminal identifiers and text descriptions of connection destinations"", ""No interconnected node-edge topology graph structure is present""]
}"
_P2_staging/变电所#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,77.222,Request timed out.,
_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,False,False,False,"The panel is corrupted and unreadable, with no identifiable wiring, terminal, or control topology elements present, only partial arbitrary shapes and blank space.",Majority of the panel area is blank; No recognizable topology or wiring diagram components exist; Only a partial black semicircle and faint empty circular outlines are visible,16.628,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The panel is corrupted and unreadable, with no identifiable wiring, terminal, or control topology elements present, only partial arbitrary shapes and blank space."",
  ""visible_cues"": [""Majority of the panel area is blank"", ""No recognizable topology or wiring diagram components exist"", ""Only a partial black semicircle and faint empty circular outlines are visible""]
}"
_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,False,False,False,"The panel content is corrupted, with only incomplete abstract shapes present, no identifiable topology/wiring/device elements, making it entirely unusable as a topology benchmark sample.","Only a partial solid black semicircular shape and faint outline circles/lines are visible; No recognizable industrial topology, wiring, terminal, or component symbols exist; Content is unreadable as a valid topology diagram",18.663,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The panel content is corrupted, with only incomplete abstract shapes present, no identifiable topology/wiring/device elements, making it entirely unusable as a topology benchmark sample."",
  ""visible_cues"": [""Only a partial solid black semicircular shape and faint outline circles/lines are visible"", ""No recognizable industrial topology, wiring, terminal, or component symbols exist"", ""Content is unreadable as a valid topology diagram""]
}"
_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图)#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,77.096,Request timed out.,
_P1_staging/主变进线柜原理图#panel_002,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,1.0,True,False,False,True,"The image is a tabular list of alphanumeric values, not a valid wiring/terminal/control topology diagram.","Content is structured entirely as table rows and columns; No topology wiring connections, device symbols, or circuit elements are visible; No graph edges or node connections characteristic of topology diagrams are present",18.675,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image is a tabular list of alphanumeric values, not a valid wiring/terminal/control topology diagram."",
  ""visible_cues"": [""Content is structured entirely as table rows and columns"", ""No topology wiring connections, device symbols, or circuit elements are visible"", ""No graph edges or node connections characteristic of topology diagrams are present""]
}"
_P1_staging/主变进线柜原理图#panel_003,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,1.0,True,False,False,True,"The image is a tabular terminal assignment list, not a coherent wiring/control topology diagram.","Content is structured as a grid table with terminal identifier rows; No connected topology graph, wiring edges, or device symbols are present; Known review label confirms it is not a topology target",19.437,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image is a tabular terminal assignment list, not a coherent wiring/control topology diagram."",
  ""visible_cues"": [""Content is structured as a grid table with terminal identifier rows"", ""No connected topology graph, wiring edges, or device symbols are present"", ""Known review label confirms it is not a topology target""]
}"
_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,77.046,Request timed out.,
_P2_staging/商场10KV变电所接线图#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_multi_subfigure,1.0,False,True,False,True,The image contains multiple independent separate subfigures/panels instead of one single coherent topology diagram.,Dozens of distinct framed sub-diagrams are arranged in 4 rows across the sheet; Each subfigure is an independent diagram separated by white space and has its own boundary,50.666,,"{
  ""label"": ""reject_multi_subfigure"",
  ""confidence"": 1.0,
  ""is_single_panel"": false,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image contains multiple independent separate subfigures/panels instead of one single coherent topology diagram."",
  ""visible_cues"": [""Dozens of distinct framed sub-diagrams are arranged in 4 rows across the sheet"", ""Each subfigure is an independent diagram separated by white space and has its own boundary""]
}"
_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,77.229,Request timed out.,
_P2_staging/地下变电所 (gb4728_11_2.14-1)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,False,False,False,"The panel is nearly blank with no identifiable coherent topology elements, making the topology graph completely unusable.","Only faint unidentifiable lines and a circle are present, no valid topology components such as devices, terminals, or connected wiring exist; Majority of the panel area is blank with extremely low content density; Isolated edge ratio is 1.0, confirming no valid connected topology structure",14.48,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The panel is nearly blank with no identifiable coherent topology elements, making the topology graph completely unusable."",
  ""visible_cues"": [""Only faint unidentifiable lines and a circle are present, no valid topology components such as devices, terminals, or connected wiring exist"", ""Majority of the panel area is blank with extremely low content density"", ""Isolated edge ratio is 1.0, confirming no valid connected topology structure""]
}"
_P2_staging/地下变电所 (gb4728_11_2.14-2)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,False,False,False,"The image only contains sparse disconnected line segments with no coherent readable topology structure, suffering from extreme geometry failure and is unusable as a benchmark sample.","Only partial disconnected lines and a circle outline are visible; No identifiable terminals, devices, or connected wiring topology structure exists; All line segments are isolated with no attached semantic components",20.27,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The image only contains sparse disconnected line segments with no coherent readable topology structure, suffering from extreme geometry failure and is unusable as a benchmark sample."",
  ""visible_cues"": [""Only partial disconnected lines and a circle outline are visible"", ""No identifiable terminals, devices, or connected wiring topology structure exists"", ""All line segments are isolated with no attached semantic components""]
}"
_P2_staging/电站、变电所电气及设备12#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_multi_subfigure,1.0,False,True,False,False,"The image contains multiple independent separate topology sub-diagrams/panels, so it cannot be used as a single clean benchmark sample per policy requirements.",Multiple distinct separated independent diagram panels each with their own content and title blocks are present; No single unified coherent topology diagram spans the entire image area,44.731,,"{
  ""label"": ""reject_multi_subfigure"",
  ""confidence"": 1.0,
  ""is_single_panel"": false,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The image contains multiple independent separate topology sub-diagrams/panels, so it cannot be used as a single clean benchmark sample per policy requirements."",
  ""visible_cues"": [""Multiple distinct separated independent diagram panels each with their own content and title blocks are present"", ""No single unified coherent topology diagram spans the entire image area""]
}"
_P3_staging_batch1/保护接地 (gb4728_3_4-3)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,0.99,True,False,False,False,"Linework is extremely faint and nearly indistinguishable from the white background, making the diagram unreadable and unusable as a topology sample.",Extremely low contrast faint lines on white background; No clearly identifiable topology features are visible; Near-blank appearance with almost no discernible diagram content,18.642,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 0.99,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""Linework is extremely faint and nearly indistinguishable from the white background, making the diagram unreadable and unusable as a topology sample."",
  ""visible_cues"": [""Extremely low contrast faint lines on white background"", ""No clearly identifiable topology features are visible"", ""Near-blank appearance with almost no discernible diagram content""]
}"
_P3_staging_batch1/保护接地#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,0.99,True,False,False,False,"The diagram has extremely faint, barely legible linework with no usable complete topology graph, fitting the known bad geometry badcase classification.","Extremely light grey lines nearly indistinguishable from the white background; No coherent, identifiable topology structure visible; Listed as negative control badcase with known bad geometry review label in metadata",22.409,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 0.99,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The diagram has extremely faint, barely legible linework with no usable complete topology graph, fitting the known bad geometry badcase classification."",
  ""visible_cues"": [""Extremely light grey lines nearly indistinguishable from the white background"", ""No coherent, identifiable topology structure visible"", ""Listed as negative control badcase with known bad geometry review label in metadata""]
}"
_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,False,False,False,"Most content of the panel is title block, explanatory notes and material list, the actual usable topology diagram only occupies a tiny fragmented portion, making it unsuitable as a benchmark sample.",Standard title block with industry standard info at the top; Bilingual explanatory notes occupying upper middle area; Only a small fragmented cable connection diagram as topology content; Installation material list table at the bottom,47.304,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""Most content of the panel is title block, explanatory notes and material list, the actual usable topology diagram only occupies a tiny fragmented portion, making it unsuitable as a benchmark sample."",
  ""visible_cues"": [
    ""Standard title block with industry standard info at the top"",
    ""Bilingual explanatory notes occupying upper middle area"",
    ""Only a small fragmented cable connection diagram as topology content"",
    ""Installation material list table at the bottom""
  ]
}"
_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,0.95,True,True,False,False,"The topology graph is severely fragmented, and most of the panel area is occupied by text notes, title blocks and material tables, making the topology content unusable as a clean benchmark sample.","high isolated edge ratio of 0.4; low largest net edge ratio of 0.275 indicating fragmented connectivity; large proportion of panel is text notes, title blocks and installation material list table; limited coherent topology diagram content",77.703,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 0.95,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The topology graph is severely fragmented, and most of the panel area is occupied by text notes, title blocks and material tables, making the topology content unusable as a clean benchmark sample."",
  ""visible_cues"": [""high isolated edge ratio of 0.4"", ""low largest net edge ratio of 0.275 indicating fragmented connectivity"", ""large proportion of panel is text notes, title blocks and installation material list table"", ""limited coherent topology diagram content""]
}"
_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,True,False,False,"Panel is a known badcase with bad geometry, has severe graph fragmentation issues, and low-contrast faded content that is unfit for benchmark use.",faded low-contrast text and diagram elements; high 0.4 isolated edge ratio indicating fragmented graph; low 0.275 largest net edge ratio showing poor graph integrity; known review label marked as bad geometry,77.07,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""Panel is a known badcase with bad geometry, has severe graph fragmentation issues, and low-contrast faded content that is unfit for benchmark use."",
  ""visible_cues"": [""faded low-contrast text and diagram elements"", ""high 0.4 isolated edge ratio indicating fragmented graph"", ""low 0.275 largest net edge ratio showing poor graph integrity"", ""known review label marked as bad geometry""]
}"
_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,True,False,False,"The main intended diagram area is completely blank, no actual topology/wiring content exists, only title block and material list are present, making the topology graph unusable.","Large central area designated for the diagram is entirely blank; Only title block and installation material list table are visible, no topology or wiring graph content is present",25.017,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The main intended diagram area is completely blank, no actual topology/wiring content exists, only title block and material list are present, making the topology graph unusable."",
  ""visible_cues"": [""Large central area designated for the diagram is entirely blank"", ""Only title block and installation material list table are visible, no topology or wiring graph content is present""]
}"
_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_bad_geometry,1.0,True,False,False,False,"The main topology diagram area is completely blank, only title blocks and installation material list are present with no usable topology content.","Large central drawing area is entirely blank; No wiring, terminal or connection topology elements exist; Only title block and material list table are visible",75.582,,"{
  ""label"": ""reject_bad_geometry"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": false,
  ""reason"": ""The main topology diagram area is completely blank, only title blocks and installation material list are present with no usable topology content."",
  ""visible_cues"": [""Large central drawing area is entirely blank"", ""No wiring, terminal or connection topology elements exist"", ""Only title block and material list table are visible""]
}"
_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,1.0,True,False,False,True,"The panel only contains title blocks, empty drawing space and an installation material list, with no actual wiring/topology diagram content","No wiring or topology connection graph present in the large blank drawing area; Bottom section is an installation material list bill of materials table; Only header title metadata blocks exist, no topology graph content",16.261,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The panel only contains title blocks, empty drawing space and an installation material list, with no actual wiring/topology diagram content"",
  ""visible_cues"": [
    ""No wiring or topology connection graph present in the large blank drawing area"",
    ""Bottom section is an installation material list bill of materials table"",
    ""Only header title metadata blocks exist, no topology graph content""
  ]
}"
_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_003,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,1.0,True,False,False,True,"The image is a 10kV power distribution room equipment arrangement layout plan, which does not belong to the required wiring/terminal/control topology diagram type.","Building dimension measurement annotations are present throughout the diagram; Content marks equipment placement positions in a room space, no electrical connection topology is shown",23.378,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image is a 10kV power distribution room equipment arrangement layout plan, which does not belong to the required wiring/terminal/control topology diagram type."",
  ""visible_cues"": [
    ""Building dimension measurement annotations are present throughout the diagram"",
    ""Content marks equipment placement positions in a room space, no electrical connection topology is shown""
  ]
}"
_P3_staging_batch4/10kV箱式开关站外形图#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_not_topology,0.99,False,False,False,True,"The image is an exterior shape/elevation drawing of a 10kV box-type switch station, belonging to equipment arrangement drawing category, not a wiring/terminal/control topology diagram.","Drawing title explicitly marks it as 10kV box-type switch station exterior drawing (外形图); Content displays 3 independent architectural elevation views of the station building with dimension annotations; Attached notes describe building material and dimension requirements, no electrical connection or topology content is present",50.709,,"{
  ""label"": ""reject_not_topology"",
  ""confidence"": 0.99,
  ""is_single_panel"": false,
  ""is_topology_target"": false,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image is an exterior shape/elevation drawing of a 10kV box-type switch station, belonging to equipment arrangement drawing category, not a wiring/terminal/control topology diagram."",
  ""visible_cues"": [
    ""Drawing title explicitly marks it as 10kV box-type switch station exterior drawing (外形图)"",
    ""Content displays 3 independent architectural elevation views of the station building with dimension annotations"",
    ""Attached notes describe building material and dimension requirements, no electrical connection or topology content is present""
  ]
}"
_P2_staging/变电所修#panel_000,doubao,doubao-seed-2-0-pro-260215,error,uncertain,0.0,False,False,False,False,agent_error,,78.397,Request timed out.,
_P2_staging/变电所修__479#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P1_staging/热电厂工程电气主接线#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/10kV变电所电气图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/35KV二次图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/35KV变电站全套电气二次图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/35KV变电站全套电气二次图2#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/500KV变电站直流系统图纸#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/B-变电所-办公楼201411.19_t3#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/变电所设计图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/某变电所电气设计wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/某机械工厂变电所全套图-t3#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/某机械工厂变电所全套图wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
